L [m],Gamma soil kN/m3],phi soil [degree],Surcharge [kN/m],Concrete cost,Pile Diameter (X1) [m]
11,19,32,20,125,1.649
3,20,32,20,125,0.229
4,20,32,20,125,0.384
5,20,32,20,125,0.533
6,20,32,20,125,0.689
7,20,32,20,125,0.87
8,20,32,20,125,1.06
9,20,32,20,125,1.269
10,20,32,20,125,1.483
11,20,32,20,125,1.696
3,14,33,20,125,0.2
4,14,33,20,125,0.337
5,14,33,20,125,0.461
6,14,33,20,125,0.6
7,14,33,20,125,0.74
8,14,33,20,125,0.903
9,14,33,20,125,1.06
10,14,33,20,125,1.241
11,14,33,20,125,1.425
12,14,33,20,125,1.59
3,15,33,20,125,0.2
4,15,33,20,125,0.338
5,15,33,20,125,0.471
6,15,33,20,125,0.613
7,15,33,20,125,0.75
8,15,33,20,125,0.918
9,15,33,20,125,1.097
10,15,33,20,125,1.269
11,15,33,20,125,1.467
12,15,33,20,125,1.657
3,16,33,20,125,0.205
4,16,33,20,125,0.346
5,16,33,20,125,0.484
6,16,33,20,125,0.619
7,16,33,20,125,0.779
8,16,33,20,125,0.945
9,16,33,20,125,1.12
10,16,33,20,125,1.312
11,16,33,20,125,1.502
12,16,33,20,125,1.694
3,17,33,20,125,0.209
4,17,33,20,125,0.356
5,17,33,20,125,0.49
6,17,33,20,125,0.64
7,17,33,20,125,0.779
8,17,33,20,125,0.964
9,17,33,20,125,1.155
10,17,33,20,125,1.344
11,17,33,20,125,1.539
12,17,33,20,125,1.741
3,18,33,20,125,0.213
4,18,33,20,125,0.364
5,18,33,20,125,0.504
6,18,33,20,125,0.653
7,18,33,20,125,0.809
8,18,33,20,125,0.994
9,18,33,20,125,1.173
10,18,33,20,125,1.379
11,18,33,20,125,1.582
3,19,33,20,125,0.217
4,19,33,20,125,0.362
5,19,33,20,125,0.509
6,19,33,20,125,0.657
7,19,33,20,125,0.839
8,19,33,20,125,1.02
9,19,33,20,125,1.21
10,19,33,20,125,1.413
11,19,33,20,125,1.617
3,20,33,20,125,0.223
4,20,33,20,125,0.372
5,20,33,20,125,0.521
6,20,33,20,125,0.679
7,20,33,20,125,0.858
8,20,33,20,125,1.044
9,20,33,20,125,1.236
10,20,33,20,125,1.432
11,20,33,20,125,1.644
3,14,34,20,125,0.2
4,14,34,20,125,0.327
5,14,34,20,125,0.45
6,14,34,20,125,0.583
7,14,34,20,125,0.723
8,14,34,20,125,0.878
9,14,34,20,125,1.044
10,14,34,20,125,1.213
11,14,34,20,125,1.393
12,14,34,20,125,1.566
3,15,34,20,125,0.2
4,15,34,20,125,0.335
5,15,34,20,125,0.463
6,15,34,20,125,0.6
7,15,34,20,125,0.741
8,15,34,20,125,0.885
9,15,34,20,125,1.066
10,15,34,20,125,1.249
11,15,34,20,125,1.431
12,15,34,20,125,1.607
3,16,34,20,125,0.2
4,16,34,20,125,0.336
5,16,34,20,125,0.473
6,16,34,20,125,0.611
7,16,34,20,125,0.75
8,16,34,20,125,0.92
9,16,34,20,125,1.097
10,16,34,20,125,1.276
11,16,34,20,125,1.469
12,16,34,20,125,1.66
3,17,34,20,125,0.202
4,17,34,20,125,0.344
5,17,34,20,125,0.481
6,17,34,20,125,0.618
7,17,34,20,125,0.778
8,17,34,20,125,0.927
9,17,34,20,125,1.121
10,17,34,20,125,1.317
11,17,34,20,125,1.509
12,17,34,20,125,1.707
3,18,34,20,125,0.206
4,18,34,20,125,0.352
5,18,34,20,125,0.49
6,18,34,20,125,0.638
7,18,34,20,125,0.777
8,18,34,20,125,0.965
9,18,34,20,125,1.155
10,18,34,20,125,1.345
11,18,34,20,125,1.539
3,19,34,20,125,0.211
4,19,34,20,125,0.361
5,19,34,20,125,0.5
6,19,34,20,125,0.65
7,19,34,20,125,0.806
8,19,34,20,125,0.991
9,19,34,20,125,1.172
10,19,34,20,125,1.379
11,19,34,20,125,1.582
3,20,34,20,125,0.204
4,20,34,20,125,0.368
5,20,34,20,125,0.506
6,20,34,20,125,0.652
7,20,34,20,125,0.834
8,20,34,20,125,1.016
9,20,34,20,125,1.206
10,20,34,20,125,1.41
11,20,34,20,125,1.607
3,14,35,20,125,0.2
4,14,35,20,125,0.316
5,14,35,20,125,0.439
6,14,35,20,125,0.573
7,14,35,20,125,0.71
8,14,35,20,125,0.847
9,14,35,20,125,1.02
10,14,35,20,125,1.186
11,14,35,20,125,1.355
12,14,35,20,125,1.538
3,15,35,20,125,0.2
4,15,35,20,125,0.325
5,15,35,20,125,0.448
6,15,35,20,125,0.583
7,15,35,20,125,0.724
8,15,35,20,125,0.88
9,15,35,20,125,1.042
10,15,35,20,125,1.22
11,15,35,20,125,1.388
12,15,35,20,125,1.581
3,16,35,20,125,0.2
4,16,35,20,125,0.334
5,16,35,20,125,0.461
6,16,35,20,125,0.598
7,16,35,20,125,0.741
8,16,35,20,125,0.885
9,16,35,20,125,1.072
10,16,35,20,125,1.251
11,16,35,20,125,1.439
12,16,35,20,125,1.622
3,17,35,20,125,0.2
4,17,35,20,125,0.341
5,17,35,20,125,0.467
6,17,35,20,125,0.609
7,17,35,20,125,0.748
8,17,35,20,125,0.922
9,17,35,20,125,1.103
10,17,35,20,125,1.279
11,17,35,20,125,1.476
12,17,35,20,125,1.671
3,18,35,20,125,0.2
4,18,35,20,125,0.341
5,18,35,20,125,0.479
6,18,35,20,125,0.614
7,18,35,20,125,0.776
8,18,35,20,125,0.944
9,18,35,20,125,1.121
10,18,35,20,125,1.318
11,18,35,20,125,1.512
12,18,35,20,125,1.723
3,19,35,20,125,0.204
4,19,35,20,125,0.349
5,19,35,20,125,0.486
6,19,35,20,125,0.635
7,19,35,20,125,0.799
8,19,35,20,125,0.962
9,19,35,20,125,1.153
10,19,35,20,125,1.344
11,19,35,20,125,1.54
12,19,35,20,125,1.749
3,20,35,20,125,0.207
4,20,35,20,125,0.357
5,20,35,20,125,0.496
6,20,35,20,125,0.645
7,20,35,20,125,0.801
8,20,35,20,125,0.987
9,20,35,20,125,1.168
10,20,35,20,125,1.376
11,20,35,20,125,1.58
3,14,36,20,125,0.2
4,14,36,20,125,0.307
5,14,36,20,125,0.428
6,14,36,20,125,0.559
7,14,36,20,125,0.686
8,14,36,20,125,0.842
9,14,36,20,125,0.993
10,14,36,20,125,1.159
11,14,36,20,125,1.322
12,14,36,20,125,1.497
3,15,36,20,125,0.2
4,15,36,20,125,0.314
5,15,36,20,125,0.441
6,15,36,20,125,0.572
7,15,36,20,125,0.71
8,15,36,20,125,0.849
9,15,36,20,125,1.014
10,15,36,20,125,1.182
11,15,36,20,125,1.366
12,15,36,20,125,1.538
3,16,36,20,125,0.2
4,16,36,20,125,0.322
5,16,36,20,125,0.451
6,16,36,20,125,0.581
7,16,36,20,125,0.723
8,16,36,20,125,0.88
9,16,36,20,125,1.044
10,16,36,20,125,1.223
11,16,36,20,125,1.396
12,16,36,20,125,1.592
3,17,36,20,125,0.2
4,17,36,20,125,0.33
5,17,36,20,125,0.458
6,17,36,20,125,0.596
7,17,36,20,125,0.747
8,17,36,20,125,0.884
9,17,36,20,125,1.072
10,17,36,20,125,1.255
11,17,36,20,125,1.442
12,17,36,20,125,1.628
3,18,36,20,125,0.2
4,18,36,20,125,0.338
5,18,36,20,125,0.463
6,18,36,20,125,0.605
7,18,36,20,125,0.745
8,18,36,20,125,0.921
9,18,36,20,125,1.098
10,18,36,20,125,1.28
11,18,36,20,125,1.476
12,18,36,20,125,1.668
3,19,36,20,125,0.2
4,19,36,20,125,0.337
5,19,36,20,125,0.476
6,19,36,20,125,0.621
7,19,36,20,125,0.772
8,19,36,20,125,0.941
9,19,36,20,125,1.118
10,19,36,20,125,1.317
11,19,36,20,125,1.511
12,19,36,20,125,1.714
3,20,36,20,125,0.201
4,20,36,20,125,0.345
5,20,36,20,125,0.482
6,20,36,20,125,0.63
7,20,36,20,125,0.797
8,20,36,20,125,0.956
9,20,36,20,125,1.149
10,20,36,20,125,1.34
11,20,36,20,125,1.54
12,20,36,20,125,1.745
3,14,37,20,125,0.2
4,14,37,20,125,0.296
5,14,37,20,125,0.423
6,14,37,20,125,0.544
7,14,37,20,125,0.674
8,14,37,20,125,0.814
9,14,37,20,125,0.965
10,14,37,20,125,1.127
11,14,37,20,125,1.294
12,14,37,20,125,1.47
3,15,37,20,125,0.2
4,15,37,20,125,0.305
5,15,37,20,125,0.426
6,15,37,20,125,0.56
7,15,37,20,125,0.685
8,15,37,20,125,0.843
9,15,37,20,125,0.996
10,15,37,20,125,1.154
11,15,37,20,125,1.33
12,15,37,20,125,1.509
3,16,37,20,125,0.2
4,16,37,20,125,0.312
5,16,37,20,125,0.438
6,16,37,20,125,0.57
7,16,37,20,125,0.709
8,16,37,20,125,0.849
9,16,37,20,125,1.016
10,16,37,20,125,1.186
11,16,37,20,125,1.36
12,16,37,20,125,1.547
3,17,37,20,125,0.2
4,17,37,20,125,0.32
5,17,37,20,125,0.448
6,17,37,20,125,0.579
7,17,37,20,125,0.722
8,17,37,20,125,0.879
9,17,37,20,125,1.046
10,17,37,20,125,1.225
11,17,37,20,125,1.4
12,17,37,20,125,1.588
3,18,37,20,125,0.2
4,18,37,20,125,0.328
5,18,37,20,125,0.455
6,18,37,20,125,0.593
7,18,37,20,125,0.744
8,18,37,20,125,0.881
9,18,37,20,125,1.07
10,18,37,20,125,1.254
11,18,37,20,125,1.423
12,18,37,20,125,1.628
3,19,37,20,125,0.2
4,19,37,20,125,0.335
5,19,37,20,125,0.459
6,19,37,20,125,0.607
7,19,37,20,125,0.76
8,19,37,20,125,0.916
9,19,37,20,125,1.1
10,19,37,20,125,1.277
11,19,37,20,125,1.475
12,19,37,20,125,1.669
3,20,37,20,125,0.2
4,20,37,20,125,0.342
5,20,37,20,125,0.471
6,20,37,20,125,0.619
7,20,37,20,125,0.767
8,20,37,20,125,0.935
9,20,37,20,125,1.113
10,20,37,20,125,1.312
11,20,37,20,125,1.507
12,20,37,20,125,1.712
3,14,38,20,125,0.2
4,14,38,20,125,0.286
5,14,38,20,125,0.409
6,14,38,20,125,0.53
7,14,38,20,125,0.663
8,14,38,20,125,0.784
9,14,38,20,125,0.946
10,14,38,20,125,1.106
11,14,38,20,125,1.267
12,14,38,20,125,1.436
3,15,38,20,125,0.2
4,15,38,20,125,0.294
5,15,38,20,125,0.411
6,15,38,20,125,0.543
7,15,38,20,125,0.674
8,15,38,20,125,0.815
9,15,38,20,125,0.968
10,15,38,20,125,1.132
11,15,38,20,125,1.301
12,15,38,20,125,1.473
3,16,38,20,125,0.2
4,16,38,20,125,0.301
5,16,38,20,125,0.423
6,16,38,20,125,0.558
7,16,38,20,125,0.684
8,16,38,20,125,0.843
9,16,38,20,125,0.997
10,16,38,20,125,1.156
11,16,38,20,125,1.335
12,16,38,20,125,1.517
3,17,38,20,125,0.2
4,17,38,20,125,0.31
5,17,38,20,125,0.435
6,17,38,20,125,0.568
7,17,38,20,125,0.707
8,17,38,20,125,0.848
9,17,38,20,125,1.015
10,17,38,20,125,1.187
11,17,38,20,125,1.363
12,17,38,20,125,1.554
3,18,38,20,125,0.2
4,18,38,20,125,0.316
5,18,38,20,125,0.444
6,18,38,20,125,0.575
7,18,38,20,125,0.718
8,18,38,20,125,0.876
9,18,38,20,125,1.044
10,18,38,20,125,1.224
11,18,38,20,125,1.4
12,18,38,20,125,1.592
3,19,38,20,125,0.2
4,19,38,20,125,0.324
5,19,38,20,125,0.451
6,19,38,20,125,0.593
7,19,38,20,125,0.74
8,19,38,20,125,0.877
9,19,38,20,125,1.066
10,19,38,20,125,1.251
11,19,38,20,125,1.441
12,19,38,20,125,1.635
3,20,38,20,125,0.2
4,20,38,20,125,0.331
5,20,38,20,125,0.462
6,20,38,20,125,0.602
7,20,38,20,125,0.754
8,20,38,20,125,0.91
9,20,38,20,125,1.094
10,20,38,20,125,1.273
11,20,38,20,125,1.47
3,14,27,0,150,0.2
4,14,27,0,150,0.232
5,14,27,0,150,0.369
6,14,27,0,150,0.505
7,14,27,0,150,0.657
8,14,27,0,150,0.807
9,14,27,0,150,0.976
10,14,27,0,150,1.162
11,14,27,0,150,1.363
12,14,27,0,150,1.551
3,15,27,0,150,0.2
4,15,27,0,150,0.245
5,15,27,0,150,0.39
6,15,27,0,150,0.524
7,15,27,0,150,0.681
8,15,27,0,150,0.831
9,15,27,0,150,1.032
10,15,27,0,150,1.212
11,15,27,0,150,1.417
12,15,27,0,150,1.626
3,16,27,0,150,0.2
4,16,27,0,150,0.257
5,16,27,0,150,0.4
6,16,27,0,150,0.551
7,16,27,0,150,0.694
8,16,27,0,150,0.853
9,16,27,0,150,1.069
10,16,27,0,150,1.272
11,16,27,0,150,1.481
12,16,27,0,150,1.676
3,17,27,0,150,0.2
4,17,27,0,150,0.27
5,17,27,0,150,0.42
6,17,27,0,150,0.56
7,17,27,0,150,0.738
8,17,27,0,150,0.904
9,17,27,0,150,1.092
10,17,27,0,150,1.302
11,17,27,0,150,1.507
12,17,27,0,150,1.744
3,18,27,0,150,0.2
4,18,27,0,150,0.282
5,18,27,0,150,0.431
6,18,27,0,150,0.586
7,18,27,0,150,0.746
8,18,27,0,150,0.942
9,18,27,0,150,1.141
10,18,27,0,150,1.343
11,18,27,0,150,1.572
3,19,27,0,150,0.2
4,19,27,0,150,0.294
5,19,27,0,150,0.448
6,19,27,0,150,0.592
7,19,27,0,150,0.787
8,19,27,0,150,0.973
9,19,27,0,150,1.175
10,19,27,0,150,1.377
11,19,27,0,150,1.587
3,20,27,0,150,0.2
4,20,27,0,150,0.306
5,20,27,0,150,0.463
6,20,27,0,150,0.622
7,20,27,0,150,0.793
8,20,27,0,150,1.002
9,20,27,0,150,1.203
10,20,27,0,150,1.426
11,20,27,0,150,1.639
3,14,28,0,150,0.2
4,14,28,0,150,0.225
5,14,28,0,150,0.368
6,14,28,0,150,0.498
7,14,28,0,150,0.635
8,14,28,0,150,0.777
9,14,28,0,150,0.96
10,14,28,0,150,1.135
11,14,28,0,150,1.332
12,14,28,0,150,1.536
3,15,28,0,150,0.2
4,15,28,0,150,0.237
5,15,28,0,150,0.378
6,15,28,0,150,0.517
7,15,28,0,150,0.656
8,15,28,0,150,0.83
9,15,28,0,150,1.005
10,15,28,0,150,1.195
11,15,28,0,150,1.38
12,15,28,0,150,1.597
3,16,28,0,150,0.2
4,16,28,0,150,0.249
5,16,28,0,150,0.387
6,16,28,0,150,0.536
7,16,28,0,150,0.668
8,16,28,0,150,0.852
9,16,28,0,150,1.028
10,16,28,0,150,1.241
11,16,28,0,150,1.432
12,16,28,0,150,1.644
3,17,28,0,150,0.2
4,17,28,0,150,0.262
5,17,28,0,150,0.406
6,17,28,0,150,0.559
7,17,28,0,150,0.708
8,17,28,0,150,0.897
9,17,28,0,150,1.073
10,17,28,0,150,1.267
11,17,28,0,150,1.485
12,17,28,0,150,1.714
3,18,28,0,150,0.2
4,18,28,0,150,0.273
5,18,28,0,150,0.416
6,18,28,0,150,0.569
7,18,28,0,150,0.737
8,18,28,0,150,0.921
9,18,28,0,150,1.11
10,18,28,0,150,1.324
11,18,28,0,150,1.547
3,19,28,0,150,0.2
4,19,28,0,150,0.286
5,19,28,0,150,0.436
6,19,28,0,150,0.594
7,19,28,0,150,0.756
8,19,28,0,150,0.936
9,19,28,0,150,1.129
10,19,28,0,150,1.362
11,19,28,0,150,1.556
3,20,28,0,150,0.2
4,20,28,0,150,0.296
5,20,28,0,150,0.447
6,20,28,0,150,0.613
7,20,28,0,150,0.763
8,20,28,0,150,0.964
9,20,28,0,150,1.187
10,20,28,0,150,1.393
11,20,28,0,150,1.636
3,14,29,0,150,0.2
4,14,29,0,150,0.218
5,14,29,0,150,0.357
6,14,29,0,150,0.486
7,14,29,0,150,0.623
8,14,29,0,150,0.778
9,14,29,0,150,0.925
10,14,29,0,150,1.115
11,14,29,0,150,1.31
12,14,29,0,150,1.499
3,15,29,0,150,0.2
4,15,29,0,150,0.229
5,15,29,0,150,0.367
6,15,29,0,150,0.507
7,15,29,0,150,0.651
8,15,29,0,150,0.8
9,15,29,0,150,0.967
10,15,29,0,150,1.151
11,15,29,0,150,1.35
12,15,29,0,150,1.566
3,16,29,0,150,0.2
4,16,29,0,150,0.241
5,16,29,0,150,0.385
6,16,29,0,150,0.525
7,16,29,0,150,0.672
8,16,29,0,150,0.819
9,16,29,0,150,1.018
10,16,29,0,150,1.194
11,16,29,0,150,1.4
12,16,29,0,150,1.605
3,17,29,0,150,0.2
4,17,29,0,150,0.254
5,17,29,0,150,0.394
6,17,29,0,150,0.541
7,17,29,0,150,0.682
8,17,29,0,150,0.868
9,17,29,0,150,1.051
10,17,29,0,150,1.25
11,17,29,0,150,1.46
12,17,29,0,150,1.641
3,18,29,0,150,0.2
4,18,29,0,150,0.264
5,18,29,0,150,0.413
6,18,29,0,150,0.565
7,18,29,0,150,0.72
8,18,29,0,150,0.888
9,18,29,0,150,1.092
10,18,29,0,150,1.289
11,18,29,0,150,1.51
12,18,29,0,150,1.739
3,19,29,0,150,0.2
4,19,29,0,150,0.277
5,19,29,0,150,0.421
6,19,29,0,150,0.577
7,19,29,0,150,0.728
8,19,29,0,150,0.9
9,19,29,0,150,1.126
10,19,29,0,150,1.31
11,19,29,0,150,1.555
3,20,29,0,150,0.2
4,20,29,0,150,0.288
5,20,29,0,150,0.441
6,20,29,0,150,0.6
7,20,29,0,150,0.765
8,20,29,0,150,0.948
9,20,29,0,150,1.143
10,20,29,0,150,1.377
11,20,29,0,150,1.605
3,14,30,0,150,0.2
4,14,30,0,150,0.2
5,14,30,0,150,0.346
6,14,30,0,150,0.476
7,14,30,0,150,0.615
8,14,30,0,150,0.751
9,14,30,0,150,0.92
10,14,30,0,150,1.096
11,14,30,0,150,1.259
12,14,30,0,150,1.469
3,15,30,0,150,0.2
4,15,30,0,150,0.222
5,15,30,0,150,0.365
6,15,30,0,150,0.494
7,15,30,0,150,0.637
8,15,30,0,150,0.769
9,15,30,0,150,0.95
10,15,30,0,150,1.135
11,15,30,0,150,1.319
12,15,30,0,150,1.52
3,16,30,0,150,0.2
4,16,30,0,150,0.235
5,16,30,0,150,0.374
6,16,30,0,150,0.511
7,16,30,0,150,0.647
8,16,30,0,150,0.82
9,16,30,0,150,0.99
10,16,30,0,150,1.178
11,16,30,0,150,1.382
12,16,30,0,150,1.581
3,17,30,0,150,0.2
4,17,30,0,150,0.246
5,17,30,0,150,0.391
6,17,30,0,150,0.526
7,17,30,0,150,0.685
8,17,30,0,150,0.836
9,17,30,0,150,1.037
10,17,30,0,150,1.218
11,17,30,0,150,1.426
12,17,30,0,150,1.638
3,18,30,0,150,0.2
4,18,30,0,150,0.257
5,18,30,0,150,0.4
6,18,30,0,150,0.55
7,18,30,0,150,0.693
8,18,30,0,150,0.877
9,18,30,0,150,1.066
10,18,30,0,150,1.27
11,18,30,0,150,1.447
12,18,30,0,150,1.67
3,19,30,0,150,0.2
4,19,30,0,150,0.268
5,19,30,0,150,0.418
6,19,30,0,150,0.555
7,19,30,0,150,0.73
8,19,30,0,150,0.897
9,19,30,0,150,1.106
10,19,30,0,150,1.306
11,19,30,0,150,1.509
12,19,30,0,150,1.761
3,20,30,0,150,0.2
4,20,30,0,150,0.279
5,20,30,0,150,0.427
6,20,30,0,150,0.582
7,20,30,0,150,0.736
8,20,30,0,150,0.929
9,20,30,0,150,1.138
10,20,30,0,150,1.325
11,20,30,0,150,1.542
3,14,31,0,150,0.2
4,14,31,0,150,0.204
5,14,31,0,150,0.335
6,14,31,0,150,0.461
7,14,31,0,150,0.6
8,14,31,0,150,0.743
9,14,31,0,150,0.886
10,14,31,0,150,1.071
11,14,31,0,150,1.242
12,14,31,0,150,1.439
3,15,31,0,150,0.2
4,15,31,0,150,0.215
5,15,31,0,150,0.355
6,15,31,0,150,0.481
7,15,31,0,150,0.617
8,15,31,0,150,0.77
9,15,31,0,150,0.932
10,15,31,0,150,1.103
11,15,31,0,150,1.294
12,15,31,0,150,1.482
3,16,31,0,150,0.2
4,16,31,0,150,0.227
5,16,31,0,150,0.362
6,16,31,0,150,0.503
7,16,31,0,150,0.642
8,16,31,0,150,0.788
9,16,31,0,150,0.971
10,16,31,0,150,1.161
11,16,31,0,150,1.349
12,16,31,0,150,1.542
3,17,31,0,150,0.2
4,17,31,0,150,0.238
5,17,31,0,150,0.379
6,17,31,0,150,0.519
7,17,31,0,150,0.659
8,17,31,0,150,0.835
9,17,31,0,150,1.009
10,17,31,0,150,1.2
11,17,31,0,150,1.371
12,17,31,0,150,1.606
3,18,31,0,150,0.2
4,18,31,0,150,0.249
5,18,31,0,150,0.396
6,18,31,0,150,0.534
7,18,31,0,150,0.695
8,18,31,0,150,0.85
9,18,31,0,150,1.026
10,18,31,0,150,1.238
11,18,31,0,150,1.428
12,18,31,0,150,1.635
3,19,31,0,150,0.2
4,19,31,0,150,0.26
5,19,31,0,150,0.403
6,19,31,0,150,0.554
7,19,31,0,150,0.702
8,19,31,0,150,0.863
9,19,31,0,150,1.08
10,19,31,0,150,1.256
11,19,31,0,150,1.466
12,19,31,0,150,1.661
3,20,31,0,150,0.2
4,20,31,0,150,0.27
5,20,31,0,150,0.421
6,20,31,0,150,0.561
7,20,31,0,150,0.707
8,20,31,0,150,0.907
9,20,31,0,150,1.095
10,20,31,0,150,1.292
11,20,31,0,150,1.525
12,20,31,0,150,1.768
3,14,32,0,150,0.2
4,14,32,0,150,0.2
5,14,32,0,150,0.333
6,14,32,0,150,0.454
7,14,32,0,150,0.587
8,14,32,0,150,0.727
9,14,32,0,150,0.879
10,14,32,0,150,1.03
11,14,32,0,150,1.21
12,14,32,0,150,1.399
3,15,32,0,150,0.2
4,15,32,0,150,0.209
5,15,32,0,150,0.343
6,15,32,0,150,0.472
7,15,32,0,150,0.609
8,15,32,0,150,0.761
9,15,32,0,150,0.91
10,15,32,0,150,1.083
11,15,32,0,150,1.27
12,15,32,0,150,1.457
3,16,32,0,150,0.2
4,16,32,0,150,0.221
5,16,32,0,150,0.36
6,16,32,0,150,0.487
7,16,32,0,150,0.629
8,16,32,0,150,0.789
9,16,32,0,150,0.934
10,16,32,0,150,1.128
11,16,32,0,150,1.309
12,16,32,0,150,1.516
3,17,32,0,150,0.2
4,17,32,0,150,0.232
5,17,32,0,150,0.368
6,17,32,0,150,0.509
7,17,32,0,150,0.653
8,17,32,0,150,0.802
9,17,32,0,150,0.97
10,17,32,0,150,1.155
11,17,32,0,150,1.355
12,17,32,0,150,1.55
3,18,32,0,150,0.2
4,18,32,0,150,0.24
5,18,32,0,150,0.385
6,18,32,0,150,0.523
7,18,32,0,150,0.669
8,18,32,0,150,0.842
9,18,32,0,150,1.014
10,18,32,0,150,1.209
11,18,32,0,150,1.393
12,18,32,0,150,1.607
3,19,32,0,150,0.2
4,19,32,0,150,0.251
5,19,32,0,150,0.391
6,19,32,0,150,0.542
7,19,32,0,150,0.675
8,19,32,0,150,0.86
9,19,32,0,150,1.039
10,19,32,0,150,1.238
11,19,32,0,150,1.447
12,19,32,0,150,1.623
3,20,32,0,150,0.2
4,20,32,0,150,0.261
5,20,32,0,150,0.407
6,20,32,0,150,0.56
7,20,32,0,150,0.709
8,20,32,0,150,0.871
9,20,32,0,150,1.074
10,20,32,0,150,1.27
11,20,32,0,150,1.481
12,20,32,0,150,1.708
3,14,33,0,150,0.2
4,14,33,0,150,0.2
5,14,33,0,150,0.322
6,14,33,0,150,0.444
7,14,33,0,150,0.568
8,14,33,0,150,0.714
9,14,33,0,150,0.854
10,14,33,0,150,1.019
11,14,33,0,150,1.191
12,14,33,0,150,1.366
3,15,33,0,150,0.2
4,15,33,0,150,0.203
5,15,33,0,150,0.34
6,15,33,0,150,0.464
7,15,33,0,150,0.597
8,15,33,0,150,0.744
9,15,33,0,150,0.899
10,15,33,0,150,1.058
11,15,33,0,150,1.241
12,15,33,0,150,1.423
3,16,33,0,150,0.2
4,16,33,0,150,0.202
5,16,33,0,150,0.349
6,16,33,0,150,0.48
7,16,33,0,150,0.618
8,16,33,0,150,0.758
9,16,33,0,150,0.929
10,16,33,0,150,1.107
11,16,33,0,150,1.287
12,16,33,0,150,1.483
3,17,33,0,150,0.2
4,17,33,0,150,0.223
5,17,33,0,150,0.365
6,17,33,0,150,0.495
7,17,33,0,150,0.638
8,17,33,0,150,0.771
9,17,33,0,150,0.954
10,17,33,0,150,1.109
11,17,33,0,150,1.333
12,17,33,0,150,1.524
3,18,33,0,150,0.2
4,18,33,0,150,0.233
5,18,33,0,150,0.372
6,18,33,0,150,0.509
7,18,33,0,150,0.644
8,18,33,0,150,0.814
9,18,33,0,150,0.985
10,18,33,0,150,1.174
11,18,33,0,150,1.375
12,18,33,0,150,1.565
3,19,33,0,150,0.2
4,19,33,0,150,0.243
5,19,33,0,150,0.388
6,19,33,0,150,0.521
7,19,33,0,150,0.679
8,19,33,0,150,0.827
9,19,33,0,150,1.026
10,19,33,0,150,1.211
11,19,33,0,150,1.41
12,19,33,0,150,1.619
3,20,33,0,150,0.2
4,20,33,0,150,0.253
5,20,33,0,150,0.394
6,20,33,0,150,0.541
7,20,33,0,150,0.681
8,20,33,0,150,0.869
9,20,33,0,150,1.049
10,20,33,0,150,1.249
11,20,33,0,150,1.46
12,20,33,0,150,1.643
3,14,34,0,150,0.2
4,14,34,0,150,0.2
5,14,34,0,150,0.312
6,14,34,0,150,0.432
7,14,34,0,150,0.563
8,14,34,0,150,0.69
9,14,34,0,150,0.848
10,14,34,0,150,1.003
11,14,34,0,150,1.163
12,14,34,0,150,1.333
3,15,34,0,150,0.2
4,15,34,0,150,0.2
5,15,34,0,150,0.329
6,15,34,0,150,0.449
7,15,34,0,150,0.58
8,15,34,0,150,0.719
9,15,34,0,150,0.873
10,15,34,0,150,1.041
11,15,34,0,150,1.193
12,15,34,0,150,1.393
3,16,34,0,150,0.2
4,16,34,0,150,0.206
5,16,34,0,150,0.338
6,16,34,0,150,0.465
7,16,34,0,150,0.605
8,16,34,0,150,0.749
9,16,34,0,150,0.894
10,16,34,0,150,1.08
11,16,34,0,150,1.253
12,16,34,0,150,1.431
3,17,34,0,150,0.2
4,17,34,0,150,0.205
5,17,34,0,150,0.354
6,17,34,0,150,0.482
7,17,34,0,150,0.617
8,17,34,0,150,0.772
9,17,34,0,150,0.914
10,17,34,0,150,1.104
11,17,34,0,150,1.296
12,17,34,0,150,1.484
3,18,34,0,150,0.2
4,18,34,0,150,0.227
5,18,34,0,150,0.37
6,18,34,0,150,0.501
7,18,34,0,150,0.638
8,18,34,0,150,0.783
9,18,34,0,150,0.965
10,18,34,0,150,1.154
11,18,34,0,150,1.321
12,18,34,0,150,1.547
3,19,34,0,150,0.2
4,19,34,0,150,0.235
5,19,34,0,150,0.376
6,19,34,0,150,0.514
7,19,34,0,150,0.651
8,19,34,0,150,0.824
9,19,34,0,150,0.997
10,19,34,0,150,1.186
11,19,34,0,150,1.386
12,19,34,0,150,1.585
3,20,34,0,150,0.2
4,20,34,0,150,0.246
5,20,34,0,150,0.391
6,20,34,0,150,0.526
7,20,34,0,150,0.684
8,20,34,0,150,0.834
9,20,34,0,150,1.035
10,20,34,0,150,1.216
11,20,34,0,150,1.423
12,20,34,0,150,1.632
3,14,35,0,150,0.2
4,14,35,0,150,0.2
5,14,35,0,150,0.303
6,14,35,0,150,0.418
7,14,35,0,150,0.548
8,14,35,0,150,0.68
9,14,35,0,150,0.821
10,14,35,0,150,0.978
11,14,35,0,150,1.137
12,14,35,0,150,1.307
3,15,35,0,150,0.2
4,15,35,0,150,0.2
5,15,35,0,150,0.319
6,15,35,0,150,0.439
7,15,35,0,150,0.57
8,15,35,0,150,0.705
9,15,35,0,150,0.842
10,15,35,0,150,1.016
11,15,35,0,150,1.174
12,15,35,0,150,1.348
3,16,35,0,150,0.2
4,16,35,0,150,0.2
