L [m],Gamma soil kN/m3],phi soil [degree],Surcharge [kN/m],Concrete cost,Pile Diameter (X1) [m]
12,15,38,15,125,1.441
3,16,38,15,125,0.2
4,16,38,15,125,0.272
5,16,38,15,125,0.396
6,16,38,15,125,0.527
7,16,38,15,125,0.647
8,16,38,15,125,0.793
9,16,38,15,125,0.953
10,16,38,15,125,1.125
11,16,38,15,125,1.303
12,16,38,15,125,1.48
3,17,38,15,125,0.2
4,17,38,15,125,0.28
5,17,38,15,125,0.409
6,17,38,15,125,0.542
7,17,38,15,125,0.675
8,17,38,15,125,0.828
9,17,38,15,125,0.987
10,17,38,15,125,1.154
11,17,38,15,125,1.34
12,17,38,15,125,1.513
3,18,38,15,125,0.2
4,18,38,15,125,0.288
5,18,38,15,125,0.421
6,18,38,15,125,0.553
7,18,38,15,125,0.686
8,18,38,15,125,0.832
9,18,38,15,125,1.019
10,18,38,15,125,1.189
11,18,38,15,125,1.372
12,18,38,15,125,1.569
3,19,38,15,125,0.2
4,19,38,15,125,0.296
5,19,38,15,125,0.425
6,19,38,15,125,0.569
7,19,38,15,125,0.714
8,19,38,15,125,0.867
9,19,38,15,125,1.022
10,19,38,15,125,1.217
11,19,38,15,125,1.41
12,19,38,15,125,1.609
3,20,38,15,125,0.2
4,20,38,15,125,0.304
5,20,38,15,125,0.438
6,20,38,15,125,0.573
7,20,38,15,125,0.727
8,20,38,15,125,0.894
9,20,38,15,125,1.064
10,20,38,15,125,1.245
11,20,38,15,125,1.433
12,20,38,15,125,1.649
3,14,27,20,125,0.235
4,14,27,20,125,0.392
5,14,27,20,125,0.535
6,14,27,20,125,0.683
7,14,27,20,125,0.854
8,14,27,20,125,1.029
9,14,27,20,125,1.239
10,14,27,20,125,1.425
11,14,27,20,125,1.627
3,15,27,20,125,0.241
4,15,27,20,125,0.394
5,15,27,20,125,0.55
6,15,27,20,125,0.712
7,15,27,20,125,0.885
8,15,27,20,125,1.076
9,15,27,20,125,1.277
10,15,27,20,125,1.481
11,15,27,20,125,1.678
3,16,27,20,125,0.248
4,16,27,20,125,0.405
5,16,27,20,125,0.564
6,16,27,20,125,0.727
7,16,27,20,125,0.897
8,16,27,20,125,1.106
9,16,27,20,125,1.31
10,16,27,20,125,1.512
11,16,27,20,125,1.73
3,17,27,20,125,0.254
4,17,27,20,125,0.418
5,17,27,20,125,0.567
6,17,27,20,125,0.743
7,17,27,20,125,0.921
8,17,27,20,125,1.131
9,17,27,20,125,1.338
10,17,27,20,125,1.547
3,18,27,20,125,0.26
4,18,27,20,125,0.419
5,18,27,20,125,0.585
6,18,27,20,125,0.75
7,18,27,20,125,0.955
8,18,27,20,125,1.152
9,18,27,20,125,1.374
10,18,27,20,125,1.604
3,19,27,20,125,0.266
4,19,27,20,125,0.43
5,19,27,20,125,0.6
6,19,27,20,125,0.776
7,19,27,20,125,0.971
8,19,27,20,125,1.181
9,19,27,20,125,1.407
10,19,27,20,125,1.648
3,20,27,20,125,0.273
4,20,27,20,125,0.438
5,20,27,20,125,0.609
6,20,27,20,125,0.772
7,20,27,20,125,0.986
8,20,27,20,125,1.214
9,20,27,20,125,1.424
10,20,27,20,125,1.649
3,14,28,20,125,0.229
4,14,28,20,125,0.38
5,14,28,20,125,0.517
6,14,28,20,125,0.674
7,14,28,20,125,0.847
8,14,28,20,125,1.018
9,14,28,20,125,1.212
10,14,28,20,125,1.401
11,14,28,20,125,1.603
3,15,28,20,125,0.234
4,15,28,20,125,0.391
5,15,28,20,125,0.536
6,15,28,20,125,0.685
7,15,28,20,125,0.858
8,15,28,20,125,1.036
9,15,28,20,125,1.249
10,15,28,20,125,1.44
11,15,28,20,125,1.653
3,16,28,20,125,0.24
4,16,28,20,125,0.391
5,16,28,20,125,0.55
6,16,28,20,125,0.712
7,16,28,20,125,0.889
8,16,28,20,125,1.082
9,16,28,20,125,1.274
10,16,28,20,125,1.493
11,16,28,20,125,1.706
3,17,28,20,125,0.245
4,17,28,20,125,0.403
5,17,28,20,125,0.563
6,17,28,20,125,0.725
7,17,28,20,125,0.898
8,17,28,20,125,1.087
9,17,28,20,125,1.314
10,17,28,20,125,1.521
3,18,28,20,125,0.251
4,18,28,20,125,0.416
5,18,28,20,125,0.565
6,18,28,20,125,0.741
7,18,28,20,125,0.919
8,18,28,20,125,1.132
9,18,28,20,125,1.342
10,18,28,20,125,1.552
3,19,28,20,125,0.257
4,19,28,20,125,0.415
5,19,28,20,125,0.582
6,19,28,20,125,0.747
7,19,28,20,125,0.954
8,19,28,20,125,1.152
9,19,28,20,125,1.375
10,19,28,20,125,1.579
3,20,28,20,125,0.263
4,20,28,20,125,0.426
5,20,28,20,125,0.597
6,20,28,20,125,0.773
7,20,28,20,125,0.968
8,20,28,20,125,1.179
9,20,28,20,125,1.406
10,20,28,20,125,1.646
3,14,29,20,125,0.222
4,14,29,20,125,0.366
5,14,29,20,125,0.509
6,14,29,20,125,0.649
7,14,29,20,125,0.82
8,14,29,20,125,1.002
9,14,29,20,125,1.177
10,14,29,20,125,1.376
11,14,29,20,125,1.574
3,15,29,20,125,0.227
4,15,29,20,125,0.377
5,15,29,20,125,0.516
6,15,29,20,125,0.676
7,15,29,20,125,0.851
8,15,29,20,125,1.025
9,15,29,20,125,1.219
10,15,29,20,125,1.421
11,15,29,20,125,1.62
3,16,29,20,125,0.232
4,16,29,20,125,0.389
5,16,29,20,125,0.535
6,16,29,20,125,0.685
7,16,29,20,125,0.86
8,16,29,20,125,1.041
9,16,29,20,125,1.241
10,16,29,20,125,1.451
11,16,29,20,125,1.661
3,17,29,20,125,0.237
4,17,29,20,125,0.389
5,17,29,20,125,0.547
6,17,29,20,125,0.712
7,17,29,20,125,0.89
8,17,29,20,125,1.068
9,17,29,20,125,1.279
10,17,29,20,125,1.483
11,17,29,20,125,1.686
3,18,29,20,125,0.242
4,18,29,20,125,0.4
5,18,29,20,125,0.56
6,18,29,20,125,0.724
7,18,29,20,125,0.897
8,18,29,20,125,1.106
9,18,29,20,125,1.318
10,18,29,20,125,1.526
3,19,29,20,125,0.248
4,19,29,20,125,0.412
5,19,29,20,125,0.561
6,19,29,20,125,0.738
7,19,29,20,125,0.931
8,19,29,20,125,1.131
9,19,29,20,125,1.343
10,19,29,20,125,1.555
3,20,29,20,125,0.254
4,20,29,20,125,0.411
5,20,29,20,125,0.579
6,20,29,20,125,0.744
7,20,29,20,125,0.932
8,20,29,20,125,1.151
9,20,29,20,125,1.374
10,20,29,20,125,1.609
3,14,30,20,125,0.204
4,14,30,20,125,0.364
5,14,30,20,125,0.501
6,14,30,20,125,0.643
7,14,30,20,125,0.789
8,14,30,20,125,0.973
9,14,30,20,125,1.159
10,14,30,20,125,1.344
11,14,30,20,125,1.546
12,14,30,20,125,1.736
3,15,30,20,125,0.22
4,15,30,20,125,0.364
5,15,30,20,125,0.51
6,15,30,20,125,0.65
7,15,30,20,125,0.824
8,15,30,20,125,0.997
9,15,30,20,125,1.187
10,15,30,20,125,1.384
11,15,30,20,125,1.589
3,16,30,20,125,0.225
4,16,30,20,125,0.376
5,16,30,20,125,0.515
6,16,30,20,125,0.676
7,16,30,20,125,0.827
8,16,30,20,125,1.03
9,16,30,20,125,1.226
10,16,30,20,125,1.425
11,16,30,20,125,1.633
3,17,30,20,125,0.229
4,17,30,20,125,0.386
5,17,30,20,125,0.532
6,17,30,20,125,0.685
7,17,30,20,125,0.861
8,17,30,20,125,1.045
9,17,30,20,125,1.246
10,17,30,20,125,1.459
11,17,30,20,125,1.679
3,18,30,20,125,0.234
4,18,30,20,125,0.387
5,18,30,20,125,0.545
6,18,30,20,125,0.709
7,18,30,20,125,0.888
8,18,30,20,125,1.069
9,18,30,20,125,1.267
10,18,30,20,125,1.488
11,18,30,20,125,1.721
3,19,30,20,125,0.24
4,19,30,20,125,0.397
5,19,30,20,125,0.56
6,19,30,20,125,0.721
7,19,30,20,125,0.896
8,19,30,20,125,1.105
9,19,30,20,125,1.319
10,19,30,20,125,1.529
11,19,30,20,125,1.761
3,20,30,20,125,0.246
4,20,30,20,125,0.408
5,20,30,20,125,0.558
6,20,30,20,125,0.745
7,20,30,20,125,0.927
8,20,30,20,125,1.129
9,20,30,20,125,1.342
10,20,30,20,125,1.547
3,14,31,20,125,0.2
4,14,31,20,125,0.352
5,14,31,20,125,0.487
6,14,31,20,125,0.629
7,14,31,20,125,0.792
8,14,31,20,125,0.954
9,14,31,20,125,1.127
10,14,31,20,125,1.304
11,14,31,20,125,1.507
12,14,31,20,125,1.706
3,15,31,20,125,0.213
4,15,31,20,125,0.363
5,15,31,20,125,0.5
6,15,31,20,125,0.644
7,15,31,20,125,0.792
8,15,31,20,125,0.979
9,15,31,20,125,1.157
10,15,31,20,125,1.356
11,15,31,20,125,1.548
12,15,31,20,125,1.764
3,16,31,20,125,0.218
4,16,31,20,125,0.363
5,16,31,20,125,0.507
6,16,31,20,125,0.664
7,16,31,20,125,0.825
8,16,31,20,125,1.001
9,16,31,20,125,1.193
10,16,31,20,125,1.393
11,16,31,20,125,1.6
3,17,31,20,125,0.222
4,17,31,20,125,0.373
5,17,31,20,125,0.521
6,17,31,20,125,0.674
7,17,31,20,125,0.828
8,17,31,20,125,1.032
9,17,31,20,125,1.22
10,17,31,20,125,1.431
11,17,31,20,125,1.636
3,18,31,20,125,0.229
4,18,31,20,125,0.383
5,18,31,20,125,0.531
6,18,31,20,125,0.683
7,18,31,20,125,0.86
8,18,31,20,125,1.044
9,18,31,20,125,1.248
10,18,31,20,125,1.463
11,18,31,20,125,1.678
3,19,31,20,125,0.232
4,19,31,20,125,0.393
5,19,31,20,125,0.542
6,19,31,20,125,0.706
7,19,31,20,125,0.887
8,19,31,20,125,1.068
9,19,31,20,125,1.282
10,19,31,20,125,1.49
11,19,31,20,125,1.719
3,20,31,20,125,0.237
4,20,31,20,125,0.393
5,20,31,20,125,0.556
6,20,31,20,125,0.717
7,20,31,20,125,0.893
8,20,31,20,125,1.108
9,20,31,20,125,1.316
10,20,31,20,125,1.529
11,20,31,20,125,1.785
3,14,32,20,125,0.202
4,14,32,20,125,0.34
5,14,32,20,125,0.476
6,14,32,20,125,0.618
7,14,32,20,125,0.76
8,14,32,20,125,0.918
9,14,32,20,125,1.106
10,14,32,20,125,1.282
11,14,32,20,125,1.473
12,14,32,20,125,1.629
3,15,32,20,125,0.207
4,15,32,20,125,0.35
5,15,32,20,125,0.486
6,15,32,20,125,0.63
7,15,32,20,125,0.793
8,15,32,20,125,0.959
9,15,32,20,125,1.135
10,15,32,20,125,1.316
11,15,32,20,125,1.516
12,15,32,20,125,1.717
3,16,32,20,125,0.211
4,16,32,20,125,0.361
5,16,32,20,125,0.499
6,16,32,20,125,0.644
7,16,32,20,125,0.794
8,16,32,20,125,0.985
9,16,32,20,125,1.163
10,16,32,20,125,1.357
11,16,32,20,125,1.562
12,16,32,20,125,1.766
3,17,32,20,125,0.215
4,17,32,20,125,0.361
5,17,32,20,125,0.506
6,17,32,20,125,0.649
7,17,32,20,125,0.826
8,17,32,20,125,1.002
9,17,32,20,125,1.196
10,17,32,20,125,1.397
11,17,32,20,125,1.603
3,18,32,20,125,0.22
4,18,32,20,125,0.37
5,18,32,20,125,0.522
6,18,32,20,125,0.672
7,18,32,20,125,0.826
8,18,32,20,125,1.033
9,18,32,20,125,1.222
10,18,32,20,125,1.428
11,18,32,20,125,1.644
3,19,32,20,125,0.224
4,19,32,20,125,0.381
5,19,32,20,125,0.526
6,19,32,20,125,0.695
7,19,32,20,125,0.857
8,19,32,20,125,1.043
9,19,32,20,125,1.248
10,19,32,20,125,1.464
11,19,32,20,125,1.682
3,20,32,20,125,0.229
4,20,32,20,125,0.39
5,20,32,20,125,0.537
6,20,32,20,125,0.703
7,20,32,20,125,0.882
8,20,32,20,125,1.082
9,20,32,20,125,1.28
10,20,32,20,125,1.488
11,20,32,20,125,1.716
3,14,33,20,125,0.2
4,14,33,20,125,0.337
5,14,33,20,125,0.459
6,14,33,20,125,0.603
7,14,33,20,125,0.749
8,14,33,20,125,0.894
9,14,33,20,125,1.079
10,14,33,20,125,1.248
11,14,33,20,125,1.423
12,14,33,20,125,1.622
3,15,33,20,125,0.2
4,15,33,20,125,0.338
5,15,33,20,125,0.475
6,15,33,20,125,0.618
7,15,33,20,125,0.762
8,15,33,20,125,0.923
9,15,33,20,125,1.108
10,15,33,20,125,1.293
11,15,33,20,125,1.479
12,15,33,20,125,1.681
3,16,33,20,125,0.205
4,16,33,20,125,0.348
5,16,33,20,125,0.484
6,16,33,20,125,0.629
7,16,33,20,125,0.794
8,16,33,20,125,0.945
9,16,33,20,125,1.14
10,16,33,20,125,1.323
11,16,33,20,125,1.527
12,16,33,20,125,1.697
3,17,33,20,125,0.209
4,17,33,20,125,0.358
5,17,33,20,125,0.497
6,17,33,20,125,0.643
7,17,33,20,125,0.793
8,17,33,20,125,0.987
9,17,33,20,125,1.166
10,17,33,20,125,1.349
11,17,33,20,125,1.538
12,17,33,20,125,1.787
3,18,33,20,125,0.213
4,18,33,20,125,0.368
5,18,33,20,125,0.502
6,18,33,20,125,0.646
7,18,33,20,125,0.824
8,18,33,20,125,1.002
9,18,33,20,125,1.196
10,18,33,20,125,1.386
11,18,33,20,125,1.605
3,19,33,20,125,0.217
4,19,33,20,125,0.367
5,19,33,20,125,0.518
6,19,33,20,125,0.669
7,19,33,20,125,0.849
8,19,33,20,125,1.03
9,19,33,20,125,1.214
10,19,33,20,125,1.429
11,19,33,20,125,1.645
3,20,33,20,125,0.222
4,20,33,20,125,0.377
5,20,33,20,125,0.522
6,20,33,20,125,0.692
7,20,33,20,125,0.853
8,20,33,20,125,1.039
9,20,33,20,125,1.256
10,20,33,20,125,1.462
11,20,33,20,125,1.685
3,14,34,20,125,0.2
4,14,34,20,125,0.327
5,14,34,20,125,0.45
6,14,34,20,125,0.587
7,14,34,20,125,0.73
8,14,34,20,125,0.884
9,14,34,20,125,1.054
10,14,34,20,125,1.221
11,14,34,20,125,1.402
12,14,34,20,125,1.596
3,15,34,20,125,0.2
4,15,34,20,125,0.336
5,15,34,20,125,0.457
6,15,34,20,125,0.603
7,15,34,20,125,0.751
8,15,34,20,125,0.898
9,15,34,20,125,1.074
10,15,34,20,125,1.259
11,15,34,20,125,1.435
12,15,34,20,125,1.644
3,16,34,20,125,0.2
4,16,34,20,125,0.335
5,16,34,20,125,0.473
6,16,34,20,125,0.619
7,16,34,20,125,0.762
8,16,34,20,125,0.925
9,16,34,20,125,1.112
10,16,34,20,125,1.293
11,16,34,20,125,1.49
12,16,34,20,125,1.688
3,17,34,20,125,0.202
4,17,34,20,125,0.345
5,17,34,20,125,0.482
6,17,34,20,125,0.628
7,17,34,20,125,0.793
8,17,34,20,125,0.946
9,17,34,20,125,1.137
10,17,34,20,125,1.328
11,17,34,20,125,1.518
12,17,34,20,125,1.736
3,18,34,20,125,0.206
4,18,34,20,125,0.356
5,18,34,20,125,0.494
6,18,34,20,125,0.649
7,18,34,20,125,0.806
8,18,34,20,125,0.986
9,18,34,20,125,1.166
10,18,34,20,125,1.364
11,18,34,20,125,1.553
3,19,34,20,125,0.211
4,19,34,20,125,0.364
5,19,34,20,125,0.506
6,19,34,20,125,0.643
7,19,34,20,125,0.821
8,19,34,20,125,1
9,19,34,20,125,1.195
10,19,34,20,125,1.398
11,19,34,20,125,1.608
3,20,34,20,125,0.204
4,20,34,20,125,0.363
5,20,34,20,125,0.514
6,20,34,20,125,0.664
7,20,34,20,125,0.848
8,20,34,20,125,1.026
9,20,34,20,125,1.217
10,20,34,20,125,1.426
11,20,34,20,125,1.643
3,14,35,20,125,0.2
4,14,35,20,125,0.317
5,14,35,20,125,0.439
6,14,35,20,125,0.576
7,14,35,20,125,0.715
8,14,35,20,125,0.856
9,14,35,20,125,1.025
10,14,35,20,125,1.195
11,14,35,20,125,1.367
12,14,35,20,125,1.553
3,15,35,20,125,0.2
4,15,35,20,125,0.325
5,15,35,20,125,0.449
6,15,35,20,125,0.587
7,15,35,20,125,0.732
8,15,35,20,125,0.887
9,15,35,20,125,1.043
10,15,35,20,125,1.229
11,15,35,20,125,1.413
12,15,35,20,125,1.605
3,16,35,20,125,0.2
4,16,35,20,125,0.333
5,16,35,20,125,0.464
6,16,35,20,125,0.602
7,16,35,20,125,0.751
8,16,35,20,125,0.9
9,16,35,20,125,1.078
10,16,35,20,125,1.264
11,16,35,20,125,1.444
12,16,35,20,125,1.653
3,17,35,20,125,0.2
4,17,35,20,125,0.343
5,17,35,20,125,0.471
6,17,35,20,125,0.618
7,17,35,20,125,0.761
8,17,35,20,125,0.907
9,17,35,20,125,1.114
10,17,35,20,125,1.289
11,17,35,20,125,1.495
12,17,35,20,125,1.697
3,18,35,20,125,0.2
4,18,35,20,125,0.342
5,18,35,20,125,0.483
6,18,35,20,125,0.624
7,18,35,20,125,0.792
8,18,35,20,125,0.943
9,18,35,20,125,1.137
10,18,35,20,125,1.329
11,18,35,20,125,1.521
12,18,35,20,125,1.721
3,19,35,20,125,0.204
4,19,35,20,125,0.351
5,19,35,20,125,0.489
6,19,35,20,125,0.646
7,19,35,20,125,0.788
8,19,35,20,125,0.979
9,19,35,20,125,1.165
10,19,35,20,125,1.363
11,19,35,20,125,1.551
3,20,35,20,125,0.207
4,20,35,20,125,0.36
5,20,35,20,125,0.504
6,20,35,20,125,0.657
7,20,35,20,125,0.816
8,20,35,20,125,1.006
9,20,35,20,125,1.193
10,20,35,20,125,1.395
11,20,35,20,125,1.605
3,14,36,20,125,0.2
4,14,36,20,125,0.306
5,14,36,20,125,0.428
6,14,36,20,125,0.559
7,14,36,20,125,0.687
8,14,36,20,125,0.846
9,14,36,20,125,1.004
10,14,36,20,125,1.164
11,14,36,20,125,1.341
12,14,36,20,125,1.519
3,15,36,20,125,0.2
4,15,36,20,125,0.314
5,15,36,20,125,0.441
6,15,36,20,125,0.564
7,15,36,20,125,0.716
8,15,36,20,125,0.858
9,15,36,20,125,1.03
10,15,36,20,125,1.193
11,15,36,20,125,1.378
12,15,36,20,125,1.551
3,16,36,20,125,0.2
4,16,36,20,125,0.322
5,16,36,20,125,0.452
6,16,36,20,125,0.585
7,16,36,20,125,0.732
8,16,36,20,125,0.891
9,16,36,20,125,1.046
10,16,36,20,125,1.235
11,16,36,20,125,1.421
12,16,36,20,125,1.588
3,17,36,20,125,0.2
4,17,36,20,125,0.33
5,17,36,20,125,0.461
6,17,36,20,125,0.6
7,17,36,20,125,0.75
8,17,36,20,125,0.903
9,17,36,20,125,1.075
10,17,36,20,125,1.267
11,17,36,20,125,1.449
12,17,36,20,125,1.629
3,18,36,20,125,0.2
4,18,36,20,125,0.339
5,18,36,20,125,0.467
6,18,36,20,125,0.614
7,18,36,20,125,0.759
8,18,36,20,125,0.923
9,18,36,20,125,1.113
10,18,36,20,125,1.29
11,18,36,20,125,1.48
12,18,36,20,125,1.671
3,19,36,20,125,0.2
4,19,36,20,125,0.339
5,19,36,20,125,0.475
6,19,36,20,125,0.62
7,19,36,20,125,0.79
8,19,36,20,125,0.958
9,19,36,20,125,1.139
10,19,36,20,125,1.328
11,19,36,20,125,1.521
12,19,36,20,125,1.741
3,20,36,20,125,0.201
4,20,36,20,125,0.347
5,20,36,20,125,0.489
6,20,36,20,125,0.64
7,20,36,20,125,0.783
8,20,36,20,125,0.974
9,20,36,20,125,1.16
10,20,36,20,125,1.359
11,20,36,20,125,1.569
12,20,36,20,125,1.783
3,14,37,20,125,0.2
4,14,37,20,125,0.297
5,14,37,20,125,0.423
6,14,37,20,125,0.544
7,14,37,20,125,0.675
8,14,37,20,125,0.817
9,14,37,20,125,0.974
10,14,37,20,125,1.139
11,14,37,20,125,1.304
12,14,37,20,125,1.48
3,15,37,20,125,0.2
4,15,37,20,125,0.304
5,15,37,20,125,0.426
6,15,37,20,125,0.559
7,15,37,20,125,0.688
8,15,37,20,125,0.849
9,15,37,20,125,0.998
10,15,37,20,125,1.171
11,15,37,20,125,1.342
12,15,37,20,125,1.516
3,16,37,20,125,0.2
4,16,37,20,125,0.313
5,16,37,20,125,0.439
6,16,37,20,125,0.563
7,16,37,20,125,0.715
8,16,37,20,125,0.859
9,16,37,20,125,1.032
10,16,37,20,125,1.198
11,16,37,20,125,1.385
12,16,37,20,125,1.556
3,17,37,20,125,0.2
4,17,37,20,125,0.32
5,17,37,20,125,0.449
6,17,37,20,125,0.583
7,17,37,20,125,0.73
8,17,37,20,125,0.888
9,17,37,20,125,1.047
10,17,37,20,125,1.237
11,17,37,20,125,1.418
12,17,37,20,125,1.588
3,18,37,20,125,0.2
4,18,37,20,125,0.327
5,18,37,20,125,0.457
6,18,37,20,125,0.599
7,18,37,20,125,0.747
8,18,37,20,125,0.9
9,18,37,20,125,1.078
10,18,37,20,125,1.267
11,18,37,20,125,1.45
12,18,37,20,125,1.634
3,19,37,20,125,0.2
4,19,37,20,125,0.335
5,19,37,20,125,0.463
6,19,37,20,125,0.61
7,19,37,20,125,0.754
8,19,37,20,125,0.937
9,19,37,20,125,1.11
10,19,37,20,125,1.295
11,19,37,20,125,1.496
12,19,37,20,125,1.676
3,20,37,20,125,0.2
4,20,37,20,125,0.334
5,20,37,20,125,0.477
6,20,37,20,125,0.616
7,20,37,20,125,0.781
8,20,37,20,125,0.935
9,20,37,20,125,1.135
10,20,37,20,125,1.323
11,20,37,20,125,1.518
12,20,37,20,125,1.709
3,14,38,20,125,0.2
4,14,38,20,125,0.287
5,14,38,20,125,0.409
6,14,38,20,125,0.529
7,14,38,20,125,0.663
8,14,38,20,125,0.784
9,14,38,20,125,0.951
10,14,38,20,125,1.109
11,14,38,20,125,1.276
12,14,38,20,125,1.433
3,15,38,20,125,0.2
4,15,38,20,125,0.295
5,15,38,20,125,0.421
6,15,38,20,125,0.543
7,15,38,20,125,0.675
8,15,38,20,125,0.819
9,15,38,20,125,0.976
10,15,38,20,125,1.14
11,15,38,20,125,1.313
12,15,38,20,125,1.491
3,16,38,20,125,0.2
4,16,38,20,125,0.302
5,16,38,20,125,0.423
6,16,38,20,125,0.56
7,16,38,20,125,0.686
8,16,38,20,125,0.849
9,16,38,20,125,1
10,16,38,20,125,1.175
11,16,38,20,125,1.348
12,16,38,20,125,1.524
3,17,38,20,125,0.2
4,17,38,20,125,0.309
5,17,38,20,125,0.435
6,17,38,20,125,0.56
7,17,38,20,125,0.714
8,17,38,20,125,0.858
9,17,38,20,125,1.032
10,17,38,20,125,1.199
11,17,38,20,125,1.383
12,17,38,20,125,1.561
3,18,38,20,125,0.2
4,18,38,20,125,0.317
5,18,38,20,125,0.445
6,18,38,20,125,0.579
7,18,38,20,125,0.727
8,18,38,20,125,0.885
9,18,38,20,125,1.045
10,18,38,20,125,1.236
11,18,38,20,125,1.419
12,18,38,20,125,1.591
3,19,38,20,125,0.2
4,19,38,20,125,0.324
5,19,38,20,125,0.453
6,19,38,20,125,0.595
7,19,38,20,125,0.743
8,19,38,20,125,0.893
9,19,38,20,125,1.07
10,19,38,20,125,1.264
11,19,38,20,125,1.449
12,19,38,20,125,1.642
3,20,38,20,125,0.2
4,20,38,20,125,0.331
5,20,38,20,125,0.458
6,20,38,20,125,0.605
7,20,38,20,125,0.749
8,20,38,20,125,0.926
9,20,38,20,125,1.105
10,20,38,20,125,1.297
11,20,38,20,125,1.492
12,20,38,20,125,1.668
3,14,27,0,150,0.2
4,14,27,0,150,0.231
5,14,27,0,150,0.371
6,14,27,0,150,0.511
7,14,27,0,150,0.651
8,14,27,0,150,0.823
9,14,27,0,150,0.995
10,14,27,0,150,1.184
11,14,27,0,150,1.385
12,14,27,0,150,1.591
3,15,27,0,150,0.2
4,15,27,0,150,0.244
5,15,27,0,150,0.393
6,15,27,0,150,0.532
7,15,27,0,150,0.693
8,15,27,0,150,0.847
9,15,27,0,150,1.024
10,15,27,0,150,1.236
11,15,27,0,150,1.427
12,15,27,0,150,1.635
3,16,27,0,150,0.2
4,16,27,0,150,0.257
5,16,27,0,150,0.405
6,16,27,0,150,0.558
7,16,27,0,150,0.708
8,16,27,0,150,0.87
9,16,27,0,150,1.073
10,16,27,0,150,1.267
11,16,27,0,150,1.485
12,16,27,0,150,1.68
3,17,27,0,150,0.2
4,17,27,0,150,0.27
5,17,27,0,150,0.416
6,17,27,0,150,0.57
7,17,27,0,150,0.719
8,17,27,0,150,0.922
9,17,27,0,150,1.115
10,17,27,0,150,1.297
11,17,27,0,150,1.542
3,18,27,0,150,0.2
4,18,27,0,150,0.284
5,18,27,0,150,0.438
6,18,27,0,150,0.597
7,18,27,0,150,0.761
8,18,27,0,150,0.943
9,18,27,0,150,1.137
10,18,27,0,150,1.371
11,18,27,0,150,1.567
3,19,27,0,150,0.2
4,19,27,0,150,0.298
5,19,27,0,150,0.451
6,19,27,0,150,0.604
7,19,27,0,150,0.77
8,19,27,0,150,0.973
9,19,27,0,150,1.2
10,19,27,0,150,1.38
11,19,27,0,150,1.652
3,20,27,0,150,0.2
4,20,27,0,150,0.311
5,20,27,0,150,0.464
6,20,27,0,150,0.633
7,20,27,0,150,0.81
8,20,27,0,150,0.983
9,20,27,0,150,1.23
10,20,27,0,150,1.389
11,20,27,0,150,1.678
3,14,28,0,150,0.2
4,14,28,0,150,0.224
5,14,28,0,150,0.369
6,14,28,0,150,0.503
7,14,28,0,150,0.645
8,14,28,0,150,0.792
9,14,28,0,150,0.978
10,14,28,0,150,1.158
11,14,28,0,150,1.338
12,14,28,0,150,1.523
3,15,28,0,150,0.2
4,15,28,0,150,0.237
5,15,28,0,150,0.381
6,15,28,0,150,0.514
7,15,28,0,150,0.668
8,15,28,0,150,0.816
9,15,28,0,150,1.013
10,15,28,0,150,1.195
11,15,28,0,150,1.372
12,15,28,0,150,1.605
3,16,28,0,150,0.2
4,16,28,0,150,0.249
5,16,28,0,150,0.391
6,16,28,0,150,0.54
7,16,28,0,150,0.681
8,16,28,0,150,0.867
9,16,28,0,150,1.05
10,16,28,0,150,1.25
11,16,28,0,150,1.423
12,16,28,0,150,1.677
3,17,28,0,150,0.2
4,17,28,0,150,0.262
5,17,28,0,150,0.413
6,17,28,0,150,0.549
7,17,28,0,150,0.723
8,17,28,0,150,0.888
9,17,28,0,150,1.095
10,17,28,0,150,1.294
11,17,28,0,150,1.482
12,17,28,0,150,1.729
3,18,28,0,150,0.2
4,18,28,0,150,0.274
5,18,28,0,150,0.423
6,18,28,0,150,0.579
7,18,28,0,150,0.732
8,18,28,0,150,0.906
9,18,28,0,150,1.135
10,18,28,0,150,1.32
11,18,28,0,150,1.506
3,19,28,0,150,0.2
4,19,28,0,150,0.287
5,19,28,0,150,0.441
6,19,28,0,150,0.581
7,19,28,0,150,0.771
8,19,28,0,150,0.958
9,19,28,0,150,1.154
10,19,28,0,150,1.353
11,19,28,0,150,1.597
3,20,28,0,150,0.2
4,20,28,0,150,0.3
5,20,28,0,150,0.455
6,20,28,0,150,0.61
7,20,28,0,150,0.779
8,20,28,0,150,0.984
9,20,28,0,150,1.183
10,20,28,0,150,1.403
11,20,28,0,150,1.645
3,14,29,0,150,0.2
4,14,29,0,150,0.218
5,14,29,0,150,0.357
6,14,29,0,150,0.489
7,14,29,0,150,0.631
8,14,29,0,150,0.762
9,14,29,0,150,0.942
10,14,29,0,150,1.136
11,14,29,0,150,1.287
12,14,29,0,150,1.523
3,15,29,0,150,0.2
4,15,29,0,150,0.23
5,15,29,0,150,0.367
6,15,29,0,150,0.507
7,15,29,0,150,0.644
8,15,29,0,150,0.815
9,15,29,0,150,0.986
10,15,29,0,150,1.173
11,15,29,0,150,1.377
12,15,29,0,150,1.568
3,16,29,0,150,0.2
4,16,29,0,150,0.242
5,16,29,0,150,0.389
6,16,29,0,150,0.525
7,16,29,0,150,0.685
8,16,29,0,150,0.836
9,16,29,0,150,1.037
10,16,29,0,150,1.219
